,qid,dob,dod,name,text
1341365,Q888488,1926.0,2007.0,Bobby Bölke,"Bobby Bölke, eigentlich Walter Bölke, (* 11. April 1926 in Roßlau; † 24. Mai 2007) war ein deutscher Schauspieler und Komiker.

Nach einer Ausbildung wurde er Theaterschauspieler. Als Conférencier arb"
1341719,Q894752,1928.0,,Boto Märtin,"miniatur|Boto Märtin
Boto Märtin (* 22. März 1928 in Pößneck, Thüringen) ist ein deutscher Pflanzenbauwissenschaftler. Er lehrte seit 1960 an der Friedrich-Schiller-Universität Jena und von 1970 bis 1"
1341755,Q896032,1928.0,2006.0,Siegfried Fink,"thumb|German percussion player, composer and professor Siegfried Fink

Siegfried Fink (born February 8, 1928 in Zerbst/Germany, died May 3, 2006 in Würzburg/Germany) was a German percussionist, compos"
1342509,Q916587,1929.0,2006.0,Brigitte Ratz,"Brigitte Ratz (später Brigitte Ratz-Maróthy; * 19. Juli 1929 in Wien; † 24. Januar 2006) war eine österreichische Schauspielerin.

 Leben 

Brigitte Ratz, Tochter des Musikwissenschafters und Schönber"
1344531,Q949521,1930.0,2004.0,Walter Feit,"thumb|220px|Walter Feit
Walter Feit (October 26, 1930 – July 29, 2004) was a Jewishhttp://www-history.mcs.st-and.ac.uk/Biographies/Feit.html Austrian-American mathematician who worked in finite group "
1345833,Q968347,1926.0,,Helmut Engler,"Helmut Engler (* 14. April 1926 in Freiburg im Breisgau) ist ein deutscher Jurist und Politiker der CDU.

 Ausbildung und Beruf 
Engler wuchs in Freiburg auf und machte am Berthold-Gymnasium 1944 das "
1346207,Q973133,1927.0,,Heinz Kalenborn,"Heinz Kalenborn (* 21. August 1927 in Düsseldorf) ist ein deutscher Architekt.
thumb|evangelische Calvin-Kirche (jetzt Full Gospel Church), Düsseldorf-Flingern
miniatur|Heinrich-Hertz-Berufskolleg
thu"
1347311,Q985147,1929.0,2011.0,Otto Dürr (Fastnachter),"Otto Dürr (* 11. Januar 1929 in Mainz; † 28. November 2011 in MainzFastnachtsikone Frau Babbisch gestorben, Bericht zum Tode Otto Dürrs in der Mainzer Ausgabe der  Allgemeinen Zeitung vom 29. November"
1347517,Q990508,1928.0,2009.0,Hans Lutter,Hans Lutter (* 29. April 1928 in Magdeburg; † 1. März 2009) war ein deutscher Philosoph. Er war Hochschullehrer und Gründungsrektor der ehemaligen Pädagogischen Hochschule Güstrow (1972). Von 1971 bis
1347531,Q990928,1926.0,2000.0,Ernst Knobil,"Ernst Knobil (September 20, 1926 - April 13, 2000) was a scientist known for his studies of endocrinology.

Knobil's research into hormonal regulation in primates led to his discovery of growth hormon"
1347594,Q991882,1928.0,,Dietrich Geyer,"Dietrich Geyer (* 14. Dezember 1928 in Cossengrün) ist ein deutscher Historiker.

Dietrich Geyer wurde als Sohn eines Lehrers geboren und wuchs in Greiz auf. Von 1942 bis 1944 war er Schüler der Napol"
1347633,Q992965,1927.0,2002.0,"Manfred Jansen (Fußballspieler, 1927)",Manfred „Fred“ Jansen (* 3. Februar 1927 in Oberbruch; † 2002 in Übach-Palenberg) war ein deutscher Fußballspieler. Für Alemannia Aachen absolvierte der Defensivspieler von 1949 bis 1960 in der damals
1347671,Q993273,1929.0,1995.0,Hans Helmut Christmann,"Hans Helmut Christmann (* 28. August 1929 in Mainz; † 21. Juli 1995 in Tübingen) war ein deutscher Romanist, Linguist, Mediävist und Wissenschaftshistoriker.

 Leben 
Christmann studierte von 1948 bis"
1347673,Q993306,1927.0,,Siegfried Schriml,"thumb|Flößerdenkmal in Zwiesel
Siegfried Schriml (* 14. März 1927 in Gleiritsch) ist ein deutscher Künstler.

Nach dem Abitur 1947 in Weiden besuchte er bis 1948 eine private Kunstschule in München. A"
1347679,Q993330,1930.0,,Franz Szüzina,"Franz Szüzina (* 29. Dezember 1930 in Bremen) ist ein ehemaliger deutscher Boxer.

Werdegang

Franz Szüzina wurde nach kurzer Amateurzeit mit 19 Jahren Berufsboxer. Sein Manager war Peter Boga. Am 18."
1347736,Q993747,1926.0,,Bruno Schmidt-Bleibtreu,Bruno Schmidt-Bleibtreu (* 2. August 1926 in Odenkirchen) (später zu Mönchengladbach eingemeindet) ist Ministerialdirektor a. D. und Autor und Herausgeber einiger juristischer Fachpublikationen auf de
1347826,Q995243,1927.0,1991.0,Trude Herr,"mini|Gedenktafel für Trude Herr vor ihrem ehemaligen Theater in der Kölner Severinstraße.
Trude Herr (* 4. Mai 1927 in Köln; † 16. März 1991 in Lauris bei Aix-en-Provence in Frankreich) war eine deuts"
1347956,Q997889,1927.0,1993.0,Maria Jeibmann,"Maria Jeibmann geb. Arenz (* 9. Dezember 1927 in Düsseldorf; † 15. Mai 1993 ebenda) war eine deutsche Leichtathletin, die - für die Bundesrepublik startend – in den 1950er und frühen 1960er Jahren als"
1347998,Q998855,1929.0,,Ilse Storb,"Ilse Storb  (* 18. Juni 1929 in Essen) ist eine deutsche Musikwissenschaftlerin und Musikpädagogin. Storb ist die einzige Professorin für Jazzforschung in Europa.

 Biographie 
Ilse Storb studierte in"
1348008,Q999133,1929.0,,Harry O. Ruppe,"Harry Oskar Ruppe (* 3. Mai 1929 in Leipzig) ist ein deutscher Raumfahrttechniker.

 Leben 
Harry O. Ruppe machte nach dem Zweiten Weltkrieg in Leipzig sein Abitur und nahm dort ein Physik-Studium auf"
1348409,Q1010297,1929.0,2012.0,Burchard Brentjes,"miniatur|Burchard Brentjes
Burchard Brentjes (* 20. August 1929 in Halle an der Saale; † 28. September 2012 in Berlin) war ein deutscher vorderasiatischer Archäologe.

 Leben und Karriere 
Brentjes Mi"
1348754,Q1028909,1929.0,,Dieter Dieckhoff,"Dieter Dieckhoff (* 30. April 1929 in Bremen) ist ein deutscher Politiker (CDU).

Dieckhoff besuchte zunächst die Volksschule in Dörverden und später das Domgymnasium in Verden sowie das Albrecht-Thae"
1349672,Q1041186,1928.0,,Carl Wolfgang Müller,Carl Wolfgang Müller (* 12. November 1928 in Dresden) ist emeritierter Professor für Erziehungswissenschaften und Sozialpädagogik der TU Berlin. Seine Schwerpunkte liegen in den Bereichen der Methoden
1349725,Q1041680,1926.0,1999.0,Carlfried Mutschler,"Carlfried Mutschler (* 18. Februar 1926 in Mannheim; † 22. Februar 1999 ebenda) war ein deutscher Architekt. 

 Leben 
Mutschler musste 1944, erst achtzehn Jahre alt, direkt nach dem Abitur in den Kri"
1349751,Q1042098,1926.0,2006.0,Carlo Dürselen,"Carlo Dürselen (* 25. Oktober 1926 in Münster, Westfalen; † 23. Mai 2006 in Münster) war ein deutscher Bildhauer.

 Werdegang 
miniatur|Chorraum des Klosters Vinnenberg, hinter dem Altar die von Carlo"
1349776,Q1042430,1928.0,2004.0,Carlo Ross,"Carlo Ross (* 7. Februar 1928 in Hagen; † 12. August 2004 ebenda; geboren als Karl Otto Ross) war ein deutscher Schriftsteller und Überlebender des Holocaust.

 Leben 
Er wuchs in Hagen als Sohn einer"
1349877,Q1043592,1927.0,,Carmen-Renate Köper,"Carmen-Renate Köper (* 24. März 1927 in Dortmund) ist eine deutsche Schauspielerin.

 Leben 

Carmen-Renate Köper besuchte nach 1945 die Frauenfachschule in Gelsenkirchen und arbeitete als Hausangeste"
1350769,Q1065200,1929.0,,Charles Kálmán,"Charles Kálmán; auch Charles Kalman (* 17. November 1929 in Wien) ist ein österreichischer Film- und Bühnenkomponist.

Als Sohn des Komponisten Emmerich Kálmán geboren, schrieb auch er Operetten, war "
1350981,Q1067269,1929.0,2005.0,Charlotte March,"Charlotte March (* 8. Oktober 1929 in Essen; † 29. Mai 2005 in Hamburg) war eine deutsche Fotografin. 
 Leben 
March besuchte in den Jahren 1950 bis 1954 die Hamburger Kunstschule Alsterdamm. 1956 wur"
1351166,Q1075165,1930.0,2004.0,Chlodwig Poth,"Chlodwig Poth (* 4. April 1930 in Wuppertal; † 8. Juli 2004 in Frankfurt am Main) war ein deutscher Satiriker, Zeichner, Karikaturist und Comiczeichner. Er gehört zu den Vertretern der Neuen Frankfurt"
1351285,Q1078113,1927.0,2008.0,Christa Lewek,"Christa Lewek (* 19. Januar 1927 in Leipzig; † 27. März 2008Biographische Angaben aus „Wer war wer in der DDR?“, abgerufen am 21. September 2011. in Berlin) war eine deutsche Parteifunktionärin der DD"
1351301,Q1078199,1926.0,,Christa Slezak-Schindler," miniatur|hochkant=0.8|Christa Slezak-Schindler, 2010
Christa Slezak-Schindler (* 10. September 1926 in Kassel) ist eine deutsche Sprachgestalterin, Rezitatorin und Sprachtherapeutin. Sie begründete d"
1351877,Q1083730,1929.0,,Christine Oesterlein,"Christine Oesterlein (* 20. Februar 1929 in NürnbergTheaterarchiv K. Weniger) ist eine deutsche Schauspielerin, die in zahlreichen Hörspielen und Filmen mitgewirkt hat.

 Leben 
Oesterlein absolvierte"
1352741,Q1098411,1927.0,2014.0,Claus Arndt,"Claus Arndt (* 16. April 1927 in Marburg; † 10. Februar 2014 in Hamburg) war ein deutscher Jurist und Politiker (SPD).mini|hochkant|Claus Arndt

 Leben 

Arndt wurde 1927 als Sohn des späteren Kronjur"
1352873,Q1100037,1928.0,2003.0,Clemens Menze,"miniatur|Grabstätte in Tietelsen
Clemens Menze (* 20. September 1928 in Tietelsen im Kreis Höxter; † 12. Oktober 2003 in Köln) war Professor für Pädagogik an der Universität zu Köln sowie Rektor der U"
1352875,Q1100045,1927.0,1991.0,Clemens Neuhaus,"Clemens Neuhaus (* 25. Juni 1927 in Munster (Örtze); † 9. Juni 1991 ebenda) war ein deutscher Maler, spezialisiert auf Motive der Lüneburger Heide.

 Leben 

Er war der Sohn des gleichnamigen Tabakgro"
1353462,Q1110610,1930.0,2011.0,Dieter Wittich,"Dieter Wittich (* 7. Februar 1930 in Mansbach; † 22. Juni 2011 in StrausbergLeibniz-Sozietät der Wissenschaften zu Berlin: Nekrologe 2011: Dieter Wittich) war ein Philosoph, der sich von einer marxist"
1354018,Q1121126,1927.0,,Klaus Hornung,"Klaus Hornung (* 26. Juni 1927 in Heilbronn) ist ein deutscher Politikwissenschaftler und konservativer Publizist. Er ist Mitglied der CDU.

 Leben 
Hornung wuchs in Heilbronn auf und besuchte dort di"
1354208,Q1124264,1927.0,2005.0,Gert Otto,"Gert Otto (* 10. Januar 1927 in Berlin; † 13. März 2005 in Mainz) war ein evangelischer Theologe.

 Leben 
Gert Otto wurde sechzehnjährig zum Kriegsdienst verpflichtet. Nach polnischer und sowjetische"
1356200,Q1170199,1930.0,,Heinz Werner Zimmermann,"Heinz Werner Zimmermann (born 11 August 1930 in Freiburg im Breisgau) is a German composer.""Guitar Seen Danger To Music Heritage,"" Portsmouth Times Aug 4, 1978

Zimmermann had his first composition in"
1356871,Q1184415,1926.0,,Delle Haensch,"Gerhard Delle Haensch (* 10. Mai 1926 in München) ist ein deutscher Jazz- und Unterhaltungsmusiker (Alt- und Tenorsaxophon), der auch als Arrangeur und Filmkomponist hervorgetreten ist. Er arbeitete a"
1357309,Q1201431,1929.0,2008.0,Detlev Fehling,"Detlev Fehling (* 10. Juni 1929 in BerlinKürschners Deutscher Gelehrten-Kalender. 22. Ausgabe (2009), Bd. 4, S. 4797.; † 15. März 2008Personalmeldungen Juni 2008, Presseinformation 63/2008 vom 11. Jul"
1357723,Q1221562,1927.0,1999.0,Dieter Albrecht,"thumb|Dieter Albrecht (1996)
Dieter Albrecht (* 9. Mai 1927 in Pasing; † 8. Oktober 1999 in Regensburg) war ein deutscher Historiker.

 Leben 
Dieter Albrecht, Sohn eines Lehrers, wurde noch als Schül"
1357740,Q1221719,1928.0,2000.0,Dieter Borkowski,"Dieter Borkowski (* 1. November 1928 in Berlin; † 22. Februar 2000 in Raddestorf) war ein deutscher Schriftsteller, Journalist und Historiker.

 Leben 
Borkowski war der Sohn eines kaufmännischen Ange"
1357764,Q1221887,1927.0,2013.0,Dieter Ertel,"Dieter Ertel (* 25. Februar 1927 in Hamburg; † 8. Oktober 2013 in Stuttgart) war ein deutscher Journalist und Redakteur.Nachruf auf Dieter Ertel in: Radio Bremen

Nach seinem Studium an der Universitä"
1357779,Q1221971,1928.0,2002.0,Dieter Gaier,"mini|Dieter Gaier (1988)
Dieter Gaier (* 12. Mai 1928 in Stuttgart; † 15. Dezember 2002 in Göppingen) war ein deutscher Mathematiker, der sich mit Funktionentheorie und Approximationstheorie und deren"
1357814,Q1222261,1928.0,2012.0,Dieter Kieselstein,"Dieter Kieselstein (* 3. Oktober 1928 in Chemnitz; † 1. September 2012 in Bochum-Wattenscheid) war ein deutscher Puppenspieler.

 Leben 
1946 machte er eine Facharbeiterprüfung als Dreher. Erste Erfah"
1357862,Q1222661,1926.0,,Dieter Ranspach,"Dieter Max Arnold Martin Ranspach (* 14. Juni 1926 in Berlin-Schöneberg) ist ein deutscher Schauspieler und Synchronsprecher.

 Leben 

Der Sohn eines Verlagskaufmanns besuchte nach dem Gymnasialabsch"
1357867,Q1222673,1928.0,2012.0,Dieter Reick,"miniatur|300px|Dieter Reick Anfang der 1960er Jahre
Dietrich Hermann Reick (* 16. Dezember 1928 in Essen; † 16. August 2012 in Deesem) war ein deutscher Maler, Graphiker, Filmer sowie Objekt- und Akti"
1357936,Q1223090,1929.0,,Dieter von Goetze,"Dieter von Goetze (* 23. August 1929 in Kiel) ist ein Jazzbassist und Toningenieur.

 Leben und Wirken 
Von Goetze lernte Klavier und Bass, besuchte das Rundfunktechnische Institut in Nürnberg und stu"
1357953,Q1223221,1927.0,1987.0,Diether Ritzert,"thumb|upright|Diether Ritzert (Selbstporträt)
Diether Ritzert (* 27. Januar 1927 in Kamen; † 23. Oktober 1987 in Rüsselsheim) war ein Maler und Graphiker.

 Kindheit und Jugend 

Obwohl Ritzert im wes"
1357956,Q1223232,1928.0,2010.0,Diether de la Motte,"Diether de la Motte (* 30. März 1928 in Bonn; † 15. Mai 2010 in Berlin) war ein deutscher Musiker, Komponist, Musiktheoretiker und Hochschullehrer.

 Leben 
De la Motte studierte ab 1947 an der Nordwe"
1358038,Q1223804,1927.0,2012.0,Dietrich Hoth,"Dietrich Hoth (* 29. Juli 1927 in Turow, Gemeinde Glewitz; † 24. Februar 2012 in Hamburg) war ein Hamburger Politiker der CDU.

 Leben 

Hoth übersiedelte 1950 aus der DDR nach West-Berlin, nachdem er"
1358065,Q1223951,1926.0,2006.0,Dietrich Mendt,Dietrich Mendt (* 4. November 1926 in Niederwiesa; † 23. Juli 2006 in Dresden) war ein lutherischer Theologe. Er war von 1970 bis 1983 Oberlandeskirchenrat der Evangelisch-Lutherischen Landeskirche Sa
1358411,Q1228719,1927.0,1997.0,Walter Kabel,"Walter Kabel (* 30. Januar 1927 in Hamburg; † 8. September 1997 in München) war ein deutscher (Kabarett) Pianist und Komponist.

 Biografie 
 Ausbildung und erste Schritte 
Er besuchte die Musikschule"
1358715,Q1233554,1927.0,1996.0,Walter Vogl (Politiker),Walter Vogl (* 11. Juni 1927 in Kufstein; † 29. Oktober 1996 in Salzburg) war ein österreichischer Politiker (ÖVP) und Sozialversicherungsjurist. Er war von 1974 bis 1989 Abgeordneter zum Salzburger L
1358850,Q1236227,1927.0,,Eberhard Mannschatz,"miniatur|hochkant=0.7|Eberhard Mannschatz
Eberhard Mannschatz (* 29. Oktober 1927 in Dresden) war Funktionär im Ministerium für Volksbildung der DDR und Hochschullehrer an der Humboldt-Universität zu "
1358852,Q1236251,1929.0,2013.0,Wera Küchenmeister,"Wera Küchenmeister, geb. Skupin, (* 18. Oktober 1929 in Berlin; † 6. April 2013 in Blankensee) war eine deutsche Schriftstellerin.

 Leben 

Wera Skupin wurde als Tochter des kommunistischen Tischlers"
1358883,Q1236651,1927.0,1994.0,Evamaria Kaiser,"Evamaria Kaiser (* 1927 in Innsbruck; † 20. April 1994 in Wien) war eine österreichische Rundfunkmoderatorin.

In ihrer in den 1960er-Jahren sehr erfolgreichen Plattensendung Gut aufgelegt spielte Kai"
1358890,Q1236717,1927.0,2011.0,Hans-Herbert Haase,"Hans-Herbert Haase (* 21. März 1927 in Halle (Saale); † 4. September 2011FDP trauert um ersten Fraktionsvorsitzenden Hans-Herbert Haase abgerufen am 27. September 2011) war ein deutscher Arzt, Hochsch"
1359070,Q1238444,1929.0,,Rudi Wiechmann,"Rudi Wiechmann (* 12. Februar 1929 in Helbra) ist ein deutscher Kaufmann und Politiker in wechselnden Parteien (LDPD, FDP, DVU, FDVP). 

 Ausbildung und Leben 
Rudi Wiechmann machte eine kaufmännische"
1359093,Q1238809,1930.0,,Karl Oppermann,"Karl Oppermann (* 30. Oktober 1930 in Wernigerode) ist deutscher Maler. 

 Leben und Werk 
Oppermann wurde zu Zeiten der Weimarer Republik in einer alteingesessenen Handwerker-Familie geboren und wuch"
1359146,Q1239312,1928.0,1990.0,Heinrich Brauner,"Heinrich Brauner (* 21. November 1928 in Wien; † 1. Juni 1990 ebendort) war ein österreichischer Mathematiker.

 Leben 
Brauner studierte ab 1946 an der Universität Wien Physik und Mathematik. Er verf"
1359171,Q1239537,1926.0,2013.0,Franz Konz,"Franz Konz (* 16. Mai 1926 in Köln; † 23. April 2013 in Kürten) war ein deutscher Sachbuchautor zu den Themen Steuern und Gesundheit. 

 Leben 
Schon als Junge fühlte Konz sich zum Schriftsteller beru"
1359391,Q1242420,1927.0,,Ernst Laboor,"Ernst Laboor (* 2. März 1927 in Leipzig) ist ein emeritierter deutscher Professor für die Geschichte der deutschen Arbeiterbewegung.

 Leben 
Laboor besuchte in Leipzig die Volksschule und absolvierte"
1359392,Q1242427,1930.0,,Klaus Winter (Physiker),"Klaus Winter (* 21. Dezember 1930 in Hamburg) ist ein deutscher Physiker, der sich auf das Gebiet der Teilchenphysik, insbesondere der Neutrinophysik, spezialisiert hat.

 Biographisches 
Winter studi"
1359527,Q1244520,1927.0,,Susanne Häber,"Susanne Häber (* 18. April 1927 in Stollberg/Erzgeb. als Susanne Vogel) ist eine deutsche Politikerin. Sie war Mitglied des Sächsischen Landtags und Volkskammerabgeordnete der DDR (DBD). 

 Leben 
Sus"
1359866,Q1249541,1933.0,1933.0,Siegfried Philippi,"Siegfried Philippi, gebürtig Siegfried Salomon Philipp, (* 31. Juli 1871 in Lübeck; † 1933http://www.lesgensducinema.com/affiche_acteur.php?mots=siegfried+philippi&nom_acteur=PHILIPPI+Siegfried&ident="
1359882,Q1249788,1926.0,,Johann Erhardt,Johann Erhardt (* 3. März 1926 in Raiding) ist ein ehemaliger österreichischer Politiker (ÖVP) und Landwirt. Erhardt ist verheiratet und war von 1956 bis 1977 Abgeordneter zum Burgenländischen Landtag
1360422,Q1257497,1928.0,2001.0,Fini Busch,"Josefine „Fini“ Busch  (* 18. Februar 1928 in München; † 2. November 2001 ebenda; eigentlich: Josefine Huber-Busch) war eine deutsche Schlagertexterin, die viele Hits zusammen mit dem Schlagerkomponis"
1360454,Q1258192,1927.0,1992.0,Volkmar Gross,"Volkmar Gross (* 19. März 1927 in Saarbrücken; † 19. Oktober 1992 ebd.) war ein deutscher Maler und Grafiker.

 Biografie 
Gross wurde in dem Saarbrücker Stadtteil Scheidtertal (Stahlhammer) geboren u"
1360584,Q1260791,1926.0,1969.0,Hansludwig Scheffold,"Hansludwig Scheffold (* 21. Mai 1926 in Stuttgart; † 15. August 1969 in Prien am Chiemsee) war ein deutscher Politiker (CDU) und Oberbürgermeister der baden-württembergischen Stadt Schwäbisch Gmünd.

"
1360608,Q1261430,1927.0,,Udo Schwertmann,"Udo Schwertmann (* 1927 in Stade) ist ein deutscher Bodenkundler. Er ist besonders bekannt für seine Forschung an Eisenoxiden; das Mineral Schwertmannit wurde nach ihm benannt.

 Leben 
Nach dem Abitu"
1360915,Q1267458,1930.0,2001.0,Friedhelm Ottlinger,"Friedhelm Ottlinger (* 4. Juni 1930 in Witten; † 12. Februar 2001) war ein deutscher Politiker (SPD).

 Leben und Beruf 

Nach dem Besuch der Volksschule und der Realschule absolvierte er eine Bäckerl"
1360999,Q1268742,1929.0,2008.0,Heinz Schillinger,"thumb|Heinz Schillinger

Heinz Schillinger (* 27. Juli 1929 in Nürnberg; † 17. Februar 2008) war ein bekannter deutscher Grafiker.

Schillinger erlernte den Beruf eines Positivretuscheurs beim Sebaldu"
1361017,Q1269077,1927.0,,Roland Martin (Bildhauer),"[[Datei:Tuttlingen Martin 093.jpg|miniatur|200px| „Drei Sitzende“, 1981, - Tuttlingen]]
Roland Martin (* 1927 in Tuttlingen) ist ein deutscher Bildhauer.

 Biografie 
Als 16-Jähriger wurde Martin 1943"
1361145,Q1271365,1927.0,,Emmanuel Jungclaussen,"Emmanuel Jungclaussen OSB (bürgerlich: Walter Emmanuel Jungclaussen: Unterweisung im Herzensgebet, EOS-Verlag, 2. Auflage, St. Otilien 2003, ISBN 3-88096-454-8, S. 9 (Vorwort)  Jungclaussen, * 15. Mai"
1361332,Q1274848,1926.0,,Karl Otto Conrady,"Karl Otto Conrady (* 21. Februar 1926 in Hamm/Westf.) ist ein deutscher Literaturhistoriker, Schriftsteller, Herausgeber und Kulturpolitiker.

 Leben und Werk 
Karl Otto Conrady verbrachte Kindheit un"
1361577,Q1279018,1927.0,,Eberhard Goldhahn,"Eberhard Goldhahn (* 8. März 1927 in Bernsbach) ist ein Jurist und früherer CDU-Politiker. Seine Partei vertrat er 1990 in Volkskammer und Bundestag.

 Berufliches Wirken 
Nach dem Besuch der Volkssch"
1361634,Q1279324,1929.0,,Eberhard Röhner,"Eberhard Röhner (* 26. Februar 1929 in Brünlos, Erzgebirge) ist ein ehemaliger Hochschuldozent und Lehrstuhlleiter an der Parteihochschule des Zentralkomitees der SED „Karl Marx“, Professur für Theori"
1361688,Q1279672,1929.0,1995.0,Eberhart Köhler,Eberhart Köhler (* 16. November 1929 in Siegmar; † 20. Januar 1995 in Ilmenau) war ein Elektrotechniker mit dem Lehr- und Forschungsschwerpunkt Mikroelektronik in der DDR. Er wurde in der Zeit der Wen
1361890,Q1282313,1930.0,,Walter Stich,"Walter Stich (* 13. April 1930 in Volmarstein) ist ein deutscher Politiker der CDU und ehemaliger Regierungspräsident des Regierungsbezirks Detmold.

Walter Stich war vom 19. Januar 1979 bis zum 31. A"
1361922,Q1282607,1927.0,2008.0,Edd Stavjanik,"Edd Stavjanik (* 12. Oktober 1927 in Wien; † 28. Oktober 2008 ebenda vgl. Schauspieler Edd Stavjanik im 82. Lebensjahr gestorben bei orf.at, 28. Oktober 2008; gebürtig Eduard Stavjanik) war ein österr"
1361931,Q1282691,1928.0,,Friedrich-Wilhelm Schlomann,"Friedrich-Wilhelm Schlomann (* 5. September 1928 in Lüneburg) ist ein deutscher Jurist, Journalist und Buchautor.

 Leben 
Schlomann war Mitglied der Hitlerjugend und wurde als 16-Jähriger in den letz"
1361990,Q1283118,1930.0,2003.0,Eddy Saller,"Eddy Saller (* 12. Februar 1930 in München; † 15. Mai 2003 in Wien; eigentlich Eduard Saller) war ein österreichischer Filmregisseur und Drehbuchautor. 

 Leben 
Eddy Saller studierte Germanistik und "
1362099,Q1284130,1928.0,2011.0,Edgar Röhrig,"Edgar Röhrig (* 19. August 1928 in Marktheidenfeld; † 29. November 2011 in Aschaffenburg) war ein deutscher römisch-katholischer Geistlicher, Monsignore.

 Leben 
Röhrig besuchte das Priesterseminar i"
1362258,Q1285850,1928.0,1997.0,Felix Weyreuther,"Felix Weyreuther (* 6. August 1928 
in Hamburg; † 19. September 1997) war Richter am Bundesverwaltungsgericht.

 Leben 
Felix Weyreuther ist in Hamburg geboren, aufgewachsen und hat dort Rechtswissens"
1362277,Q1286021,1927.0,2007.0,Edmund Bien,"Edmund Bien (* 31. Mai 1927 in Ruppertsberg; † 25. Januar 2007 ebenda) war ein deutscher Fußball-Schiedsrichter.

Er wirkte seit 1952 über 20 Jahre lang bei etwa 500 Fußballspielen auf nationaler und "
1362353,Q1286604,1929.0,1996.0,Edmund Mach (Autor),"Edmund Mach, Pseudonyme Otto und Aloisius Schnedel (* 3. Oktober 1929 in Wien, Österreich; † 9. Oktober 1996 in New York, USA) war ein schizophrener österreichischer Lyriker und Tennislehrer. Zusammen"
1362443,Q1287372,1927.0,2013.0,Rosemarie Fendel,"Rosemarie Fendel (* 25. April 1927 in Koblenz-Metternich; † 13. März 2013 in Frankfurt am Main)Dieter Bartetzko: Als habe die Zeit keine Macht über sie. In: Frankfurter Allgemeine Zeitung, 14. März 20"
1363307,Q1295690,1926.0,2010.0,Werner Martienssen,Werner Martienssen (* 23. Januar 1926 in Kiel; † 29. Januar 2010 in Dreieich) war ein deutscher Physiker und Professor der Goethe-Universität in Frankfurt am Main. Seine Arbeitsgebiete waren Festkörpe
1363474,Q1298522,1928.0,2010.0,Egon Christian Andresen,"Egon Christian Andresen (* 10. Dezember 1928 in Bremerhaven; † 17. April 2010) war ein deutscher Elektrotechniker.

 Leben 
Als Sohn des Ingenieurs Peter Andresen geboren wuchs Egon Christian Andresen"
1363494,Q1298665,1927.0,2007.0,Egon Hölder,"thumb|Egon Hölder
Egon Hölder (* 30. Mai 1927 in Pforzheim; † 2. September 2007) war ein deutscher Beamter und Präsident des Statistischen Bundesamtes.

Von 1983 bis 1992 war Hölder Chef des Statistis"
1363504,Q1298756,1929.0,,Egon Ludwig,"Egon Ludwig (* 27. November 1929 in Neukirch/Lausitz) war ein Generalmajor des Ministeriums für Staatssicherheit (MfS), persönlicher Referent des Ministers für Staatssicherheit und Leiter des Büros de"
1363554,Q1299459,1926.0,2013.0,Hartmut Nöldeke,"Hartmut Nöldeke (* 1926 in Cuxhaven; † 9. Februar 2013 in Schortens) war ein deutscher Arzt, Sanitätsoffizier a.D. und Autor verschiedener Veröffentlichungen über den Sanitätsdienst der Marine.

Nölde"
1363622,Q1300878,1927.0,2008.0,Johannes B. Bauer,"Johannes Baptist Bauer (* 21. Januar 1927 in Wien; † 21. November 2008 in Graz) war ein römisch-katholischer Theologe, Patristiker, Bibelwissenschaftler und Ökumeniker. Er war Wegbereiter der Laienthe"
1363629,Q1301018,1930.0,2004.0,Siegfried Breuer jr.,"Walter Breuer, auch: Siegfried Breuer jr.Die Welt Online vom 8. Juni 2004 (* 16. Juli 1930 in Wien; † Juni 2004), war ein österreichischer Schauspieler.

Breuer, der am Max Reinhardt-Seminar in Wien a"
1363668,Q1301822,1928.0,,Fred Arendt,"Fredt Arendt (* 5. Januar 1928 in Ulm); ist ein deutscher Kunstmaler aus Scheer.

Fred Arendt ist ein realistischer Maler mit Schwerpunkt Porträt-, Landschaft-, Szenen- und Tiermalerei. Er studierte a"
1363725,Q1302876,1930.0,2011.0,Klaus Wagner (Intendant),"Klaus Wagner (* 5. Mai 1930 in Frankfurt am Main; † 21. Juli 2011 in Ravensburg)  war ein deutscher Theaterintendant.

 Leben 
Klaus Wagner wuchs in Trostberg auf, einer kleinen oberbayrischen Stadt a"
1363827,Q1304558,1928.0,2009.0,Paul Bocklet,"Paul Bocklet (* 21. August 1928 in Salz, Unterfranken; † 3. Juni 2009 in Würzburg) war ein römisch-katholischer Prälat. Er wurde als „Seelsorger der Politik“ bezeichnet.

 Leben 
Paul Bocklet besuchte"
1363835,Q1304734,1927.0,2010.0,Helmut Krauch,Helmut Krauch (2 May 1927 – October 14 2010) was a German scientist who was known for his publications in systems theory and  designtheory and his works in conceptual art. He was a professor of system
1363897,Q1305954,1930.0,1990.0,Einar von Schuler,"Einar von Schuler (* 28. Oktober 1930 in Leipzig; † 14. Februar 1990) war ein deutscher Altorientalist.

 Leben 
Von Schuler besuchte die Thomasschule zu Leipzig. Danach studierte er Altorientalistik "
1363909,Q1306462,1927.0,2002.0,Otto Maychrzak,"Otto Maychrzak (* 6. März 1927 in Hamburg; † 19. November 2002 in Bokholt-Hanredder) war ein deutscher Handballspieler. Wegen seiner kraftvollen Würfe trug er den Spitznamen „Atom-Otto“.

 Leben 
Der "
