"HITID","qid","en_label","aggregate_group","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"3CMIQF80GMPZVW9A5K5ZZCRAH3H6Q9","http://wikidata.org/wiki/Q49697","Liu Song dynasty","","A2WNW8A4MOR7T7","Confucian","A7NZ814Q5MX2R","Confucian","Yes","Confucian","Wed Oct 29 09:36:45 UTC 2014"
"3OZ4VAIBEWE3OZKYB2TYE3VNK1GJVM","http://wikidata.org/wiki/Q4742863","American","","A2WNW8A4MOR7T7","English-speaking","A343DCRTGQUY30","English-speaking","Yes","English-speaking","Wed Oct 29 08:29:41 UTC 2014"
"3ZXV7Q5FJANRKOS21V789DF66NJCFD","http://wikidata.org/wiki/Q49683","Grand Duchy of Lithuania","","A1SUU1QIRDZXJC","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 11:04:22 UTC 2014"
"3R0WOCG21L8Q8YV6WGXIFJYR1AAUDU","http://wikidata.org/wiki/Q657","Chad","","A1GKEEI844CEKI","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 13:43:26 UTC 2014"
"3HXK2V1N4JEK06WVFMOKFL6WVB72GU","http://wikidata.org/wiki/Q49644","French battleship France","","A2WNW8A4MOR7T7","Catholic European","A343DCRTGQUY30","Catholic European","Yes","Catholic European","Wed Oct 29 08:35:29 UTC 2014"
"351S7I5UG8VQGUBP9B774M1AYYEJN5","http://wikidata.org/wiki/Q348670","Q348670","","A2QH1BQA6GR48O","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 10:48:26 UTC 2014"
"3XEIP58NLZMQS9D8FKUEFOLBC1RLZQ","http://wikidata.org/wiki/Q967","Burundi","","A2QH1BQA6GR48O","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 09:42:16 UTC 2014"
"30QQTY5GMJJARPUW53UWFROVFZ87UF","http://wikidata.org/wiki/Q6581097","male","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 13:41:38 UTC 2014"
"3XQ4XW3OD8BNQB5MAMI14ZPZJM12SE","http://wikidata.org/wiki/Q1098499","Kingdom of Italy","","A2WNW8A4MOR7T7","Catholic European","A343DCRTGQUY30","Catholic European","Yes","Catholic European","Wed Oct 29 09:33:39 UTC 2014"
"3LB1BGHFL1VE6WB8S7UMN8MQ0K9TYA","http://wikidata.org/wiki/Q9676","Isle of Man","","A2QH1BQA6GR48O","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 10:07:43 UTC 2014"
"3L1EFR8WWS4PMQLZPBXH7NEY02GF9Z","http://wikidata.org/wiki/Q1156248","England and Wales","","A2QH1BQA6GR48O","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 09:50:37 UTC 2014"
"3MDKGGG61PMCNC12MOZU4H2X1AG6TN","http://wikidata.org/wiki/Q1005289","Canadian nationality law","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 13:45:24 UTC 2014"
"32LAQ1JNT8OXPNR3I6XXKNGD4WYTUC","http://wikidata.org/wiki/Q190959","Transvaal","","A1GKEEI844CEKI","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 13:00:47 UTC 2014"
"3BDORL6HKJCONEXBSQ72Q2TP9BURCN","http://wikidata.org/wiki/Q179876","Kingdom of England","","A1GKEEI844CEKI","English-speaking","A26L95RMC7I9TB","English-speaking","Yes","English-speaking","Wed Oct 29 13:36:13 UTC 2014"
"391FPZIE4BL7KE08ICG864DPT23UH3","http://wikidata.org/wiki/Q1069905","Cheng Han","","A2WNW8A4MOR7T7","Confucian","A343DCRTGQUY30","Confucian","Yes","Confucian","Wed Oct 29 09:47:06 UTC 2014"
"3AJA9FLWSBXIXRE2T53UKGD1JS4FIJ","http://wikidata.org/wiki/Q104285","Occitania","","A26L95RMC7I9TB","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 06:00:13 UTC 2014"
"33KGGVH24TGOX79PLSOAYOWM6VOX1Z","http://wikidata.org/wiki/Q30","United States of America","","A26L95RMC7I9TB","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 06:11:14 UTC 2014"
"3566S7OX5CIUIS3Y3FKC4PJY429178","http://wikidata.org/wiki/Q217169","Rhodesia","","A1GKEEI844CEKI","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 13:30:44 UTC 2014"
"3Y7LTZE0YSLTBZ02OYMF6BHUPSKZUY","http://wikidata.org/wiki/Q644636","Cyprus","","A26L95RMC7I9TB","Catholic European","A343DCRTGQUY30","Catholic European","Yes","Catholic European","Wed Oct 29 09:00:32 UTC 2014"
"3VO4XFFP14LIZWNFOUAR5QR6CE27QA","http://wikidata.org/wiki/Q309460","County of Hainaut","","A1GKEEI844CEKI","Catholic European","A343DCRTGQUY30","Catholic European","Yes","Catholic European","Wed Oct 29 13:38:19 UTC 2014"
"39KMGHJ4RY9GTSIWMXV3B5Q1RWY005","http://wikidata.org/wiki/Q1033","Nigeria","","A26L95RMC7I9TB","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 06:05:14 UTC 2014"
"3YLPJ8OXX7C5P6688A7CWM3PIFYX4C","http://wikidata.org/wiki/Q618399","Republic of the Congo","","A26L95RMC7I9TB","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 08:23:46 UTC 2014"
"3PA41K45VM3XZKM0OHV25L1W7IFP70","http://wikidata.org/wiki/Q5","human","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 12:32:08 UTC 2014"
"3ZXNP4Z39QK78Z72WP2VO4SC28FL7Z","http://wikidata.org/wiki/Q174306","Republic of Genoa","","A1GKEEI844CEKI","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 13:43:58 UTC 2014"
"3PR3LXCWSEY6MCCKP533DUE547CX98","http://wikidata.org/wiki/Q1045","Somalia","","A1GKEEI844CEKI","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 12:48:02 UTC 2014"
"33Q5P9PUSOLXP5J2271FC5VOISECZ2","http://wikidata.org/wiki/Q70972","Kingdom of France","","A1GKEEI844CEKI","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 13:35:52 UTC 2014"
"3LVTFB9DE4H1SPYGHXELB34ZBHKGQL","http://wikidata.org/wiki/Q977","Djibouti","","A2QH1BQA6GR48O","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 09:58:12 UTC 2014"
"3GS542CVJUMXKTSAJZK8LBNLB83597","http://wikidata.org/wiki/Q1037","Rwanda","","A26L95RMC7I9TB","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 08:20:51 UTC 2014"
"3087LXLJ6LF7QWXMPFEOECD5XYMF0N","http://wikidata.org/wiki/Q45","Portugal","","A26L95RMC7I9TB","Catholic European","A343DCRTGQUY30","Catholic European","Yes","Catholic European","Wed Oct 29 08:47:14 UTC 2014"
"367O8HRHKF7XTPK9E01PXEMX30WS4Z","http://wikidata.org/wiki/Q630276","Ancient China","","A26L95RMC7I9TB","Confucian","A2QH1BQA6GR48O","Confucian","Yes","Confucian","Wed Oct 29 10:06:00 UTC 2014"
"3UOMW19E6C5ZIRZDVJUZN1OTHT65CO","http://wikidata.org/wiki/Q115","Ethiopia","","A2VE5IV9OD2SK1","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 13:10:31 UTC 2014"
"30U1YOGZG9VATL327B2I0IG3GDPSDC","http://wikidata.org/wiki/Q151227","Pokanoket","","A26L95RMC7I9TB","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 08:26:50 UTC 2014"
"3HXCEECSQLSAS8K7YZJ49WN7LGVZYW","http://wikidata.org/wiki/Q1006","Guinea","","A26L95RMC7I9TB","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 06:16:41 UTC 2014"
"31ANT7FQN71QZZATHB80YSL9ULB5HX","http://wikidata.org/wiki/Q14660","flag","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 13:37:39 UTC 2014"
"3D3B8GE891Q1D3AT3ETMJHS22839PW","http://wikidata.org/wiki/Q121842","French people","","A1GKEEI844CEKI","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 13:07:53 UTC 2014"
"301KG0KX9BKY02R6ZS620LIXABJH27","http://wikidata.org/wiki/Q320925","Shu Han","","A1GKEEI844CEKI","Confucian","A343DCRTGQUY30","Confucian","Yes","Confucian","Wed Oct 29 12:37:57 UTC 2014"
"32TMVRKDGMXFA55002VKGNMWR6Q84G","http://wikidata.org/wiki/Q14122225","British","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 12:57:35 UTC 2014"
"3EKTG13IZT2QT2EP0V4K7MP2XX9MLA","http://wikidata.org/wiki/Q1042","Seychelles","","A2WNW8A4MOR7T7","Africa","A7NZ814Q5MX2R","Africa","Yes","Africa","Wed Oct 29 09:10:32 UTC 2014"
"3D4BBDG7ZGVW4CC9H06684Q93XEC34","http://wikidata.org/wiki/Q21","England","","A26L95RMC7I9TB","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 08:27:53 UTC 2014"
"3I6NF2WGIFVCZ3FIX5QIDS98FLY5GY","http://wikidata.org/wiki/Q1410","Gibraltar","","A1GKEEI844CEKI","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 12:57:29 UTC 2014"
"3D1UCPY6GF8US9MW0OQ16IUQD6U83V","http://wikidata.org/wiki/Q11703","United States Virgin Islands","","A2WNW8A4MOR7T7","English-speaking","A343DCRTGQUY30","English-speaking","Yes","English-speaking","Wed Oct 29 07:57:37 UTC 2014"
"311HQEI8RRFRDOO6BQT4WJ3AHHN7Z4","http://wikidata.org/wiki/Q709","Marshall Islands","","A2QH1BQA6GR48O","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 09:45:27 UTC 2014"
"3OB6JN3A9PO1W0925F1GTYY13PYMR0","http://wikidata.org/wiki/Q129286","British Raj","","A2WNW8A4MOR7T7","English-speaking","A343DCRTGQUY30","English-speaking","Yes","English-speaking","Wed Oct 29 09:11:45 UTC 2014"
"3YLTXLH3DE5US9SC1QHEWYQQLLBPH2","http://wikidata.org/wiki/Q1309633","immigration to the United States","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 13:04:16 UTC 2014"
"35A1YQPVFDFQVULDNTQLY4MOUYQ5IQ","http://wikidata.org/wiki/Q153529","Duchy of Milan","","A2QH1BQA6GR48O","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 10:13:40 UTC 2014"
"3L55D8AUF9WXKF9X6LZWYYMMCYACYB","http://wikidata.org/wiki/Q684886","Labour Party","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 12:31:12 UTC 2014"
"39TX062QX0NK7AN48W2TMHBJ4F2X3R","http://wikidata.org/wiki/Q5705","Catalonia","","A2QH1BQA6GR48O","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 09:49:14 UTC 2014"
"3H781YYV6SHG0RUHS6ISG5UAI84ETG","http://wikidata.org/wiki/Q38","Italy","","A26L95RMC7I9TB","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 08:28:41 UTC 2014"
"3H5TOKO3D8IS6RMC7NYMW9Q5LBZ46P","http://wikidata.org/wiki/Q288","Tours","","A1SUU1QIRDZXJC","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 11:32:06 UTC 2014"
"386T3MLZLMUYBHNZH18I4KWJAUA08S","http://wikidata.org/wiki/Q161885","Kingdom of Great Britain","","A2WNW8A4MOR7T7","English-speaking","A343DCRTGQUY30","English-speaking","Yes","English-speaking","Wed Oct 29 10:10:43 UTC 2014"
"3K8CQCU3KD0CMEBOGAQMTCVI0UONW5","http://wikidata.org/wiki/Q161652","Japanese people","","A1SUU1QIRDZXJC","Confucian","A2WNW8A4MOR7T7","Confucian","Yes","Confucian","Wed Oct 29 11:29:20 UTC 2014"
"3I7KR83SN9C02CDDQMOEN0638YXK96","http://wikidata.org/wiki/Q148","People's Republic of China","","A2QH1BQA6GR48O","Confucian","A2WNW8A4MOR7T7","Confucian","Yes","Confucian","Wed Oct 29 10:40:31 UTC 2014"
"3XU9MCX6VNBBPW59VXIWEPK3XKI2RQ","http://wikidata.org/wiki/Q7209","Han dynasty","","A1GKEEI844CEKI","Confucian","A2WNW8A4MOR7T7","Confucian","Yes","Confucian","Wed Oct 29 12:54:26 UTC 2014"
"3A3KKYU7P2G64WQO49BMGX6IV4DMW3","http://wikidata.org/wiki/Q165040","Duchy of Parma","","A1GKEEI844CEKI","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 13:21:13 UTC 2014"
"3OKP4QVBP1W959RZS1HZL3PU7ZZAG9","http://wikidata.org/wiki/Q270","Warsaw","","A26L95RMC7I9TB","Catholic European","A2QH1BQA6GR48O","Catholic European","Yes","Catholic European","Wed Oct 29 10:01:28 UTC 2014"
"3X4Q1O9UBGLFEKAZ9HINGLW6XDK7O2","http://wikidata.org/wiki/Q4948","Republic of Venice","","A1GKEEI844CEKI","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 13:28:26 UTC 2014"
"362E9TQF2GPOBRAX4P9C21DDK74IGL","http://wikidata.org/wiki/Q148540","Republic of Florence","","A1SUU1QIRDZXJC","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 11:16:03 UTC 2014"
"301KG0KX9BKY02R6ZS620LIXABK2HT","http://wikidata.org/wiki/Q30623","Manchukuo","","A2QH1BQA6GR48O","Confucian","A343DCRTGQUY30","Confucian","Yes","Confucian","Wed Oct 29 10:23:05 UTC 2014"
"3TC2K6WK9F157RQDWOCWN8PY7SU82K","http://wikidata.org/wiki/Q7352","Jin Dynasty (265–420)","","A2QH1BQA6GR48O","Confucian","A2WNW8A4MOR7T7","Confucian","Yes","Confucian","Wed Oct 29 10:00:01 UTC 2014"
"3QMELQS6Y4AZ7XOAIZUZ421FDPJ6RA","http://wikidata.org/wiki/Q530670","Kingdom of Burgundy","","A1GKEEI844CEKI","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 13:01:41 UTC 2014"
"3MG8450X2N9ZXVYW1PODFDFGFTDUP8","http://wikidata.org/wiki/Q17167","Roman Republic","","A2QH1BQA6GR48O","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 09:43:32 UTC 2014"
"3PA41K45VM3XZKM0OHV25L1W7IG7PJ","http://wikidata.org/wiki/Q3063393","Frac","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 12:54:55 UTC 2014"
"3WYZV0QBFICPA5RHNPHZ409VS7FXBI","http://wikidata.org/wiki/Q1231403","Bishopric of Trent","","A26L95RMC7I9TB","Catholic European","A2QH1BQA6GR48O","Catholic European","Yes","Catholic European","Wed Oct 29 09:48:59 UTC 2014"
"3R16PJFTS2QZ56719RSN6SVNM6JK4A","http://wikidata.org/wiki/Q71084","First French Empire","","A26L95RMC7I9TB","Catholic European","A343DCRTGQUY30","Catholic European","Yes","Catholic European","Wed Oct 29 08:35:38 UTC 2014"
"3U74KRR67LKKUX7UL5LB6SOJW06NTF","http://wikidata.org/wiki/Q150","French","","A26L95RMC7I9TB","Catholic European","A343DCRTGQUY30","Catholic European","Yes","Catholic European","Wed Oct 29 10:12:33 UTC 2014"
"3QD8LUVX4WXNLPA8MFQM1E93IBTX5H","http://wikidata.org/wiki/Q664","New Zealand","","A26L95RMC7I9TB","English-speaking","A2QH1BQA6GR48O","English-speaking","Yes","English-speaking","Wed Oct 29 09:45:36 UTC 2014"
"3JTPR5MTZRBH1PB1NWBXBK11M2F5K1","http://wikidata.org/wiki/Q17","Japan","","A2WNW8A4MOR7T7","Confucian","A343DCRTGQUY30","Confucian","Yes","Confucian","Wed Oct 29 09:33:23 UTC 2014"
"3PIOQ99R7XLZUAMJLABLBOALFECUNC","http://wikidata.org/wiki/Q142","France","","A26L95RMC7I9TB","Catholic European","A343DCRTGQUY30","Catholic European","Yes","Catholic European","Wed Oct 29 10:12:13 UTC 2014"
"3JUDR1D0D5QBDVQ9IITW9ZAY1YG2QP","http://wikidata.org/wiki/Q1041","Senegal","","A1GKEEI844CEKI","Africa","A26L95RMC7I9TB","Africa","Yes","Africa","Wed Oct 29 13:22:14 UTC 2014"
"3IZVJEBJ69J89OA1SGOCQ53EM626Z3","http://wikidata.org/wiki/Q1134180","Lower Canada","","A2QH1BQA6GR48O","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 09:49:22 UTC 2014"
"335VBRURDIZXGCL3U0DBP5TYO119EB","http://wikidata.org/wiki/Q2475921","Outer Mongolia","","A1GKEEI844CEKI","Confucian","A26L95RMC7I9TB","Confucian","Yes","Confucian","Wed Oct 29 12:39:47 UTC 2014"
"3N3WJQXELRP0MYAWQDL0SDB4RSTL2J","http://wikidata.org/wiki/Q13415264","Syracuse","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 12:49:46 UTC 2014"
"3S1L4CQSFW43R9V4HHBH3IPI6KYFAE","http://wikidata.org/wiki/Q1232887","County of Savoy","","A1GKEEI844CEKI","Catholic European","A2WNW8A4MOR7T7","Catholic European","Yes","Catholic European","Wed Oct 29 13:37:24 UTC 2014"
"3421H3BM99G5RS7V81O2ML6QT9X9JW","http://wikidata.org/wiki/Q6581072","female","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 13:32:24 UTC 2014"
"3PKJ68EHDMVY6YPE6DCUZ24ECM5JHW","http://wikidata.org/wiki/Q971","Republic of the Congo","","A1GKEEI844CEKI","Africa","A26L95RMC7I9TB","Africa","Yes","Africa","Wed Oct 29 13:21:54 UTC 2014"
"3VZYA8PITNXFOZ4XJ31FS0MS84905Q","http://wikidata.org/wiki/Q1321","Spanish","","A1GKEEI844CEKI","Catholic European","A343DCRTGQUY30","Catholic European","Yes","Catholic European","Wed Oct 29 12:38:55 UTC 2014"
"3VW0145YLXBKYCQPXAS7R7CAT84MJ8","http://wikidata.org/wiki/Q69323","Kingdom of France","","A1GKEEI844CEKI","Catholic European","A343DCRTGQUY30","Catholic European","Yes","Catholic European","Wed Oct 29 12:38:42 UTC 2014"
"37G6BXQPLPK38B2PB2OXB0JNY15EQ2","http://wikidata.org/wiki/Q34754","Somaliland","","A1GKEEI844CEKI","Africa","A343DCRTGQUY30","Africa","Yes","Africa","Wed Oct 29 12:28:19 UTC 2014"
"3UL5XDRDNBIX6O90E7EULFSAR2L85L","http://wikidata.org/wiki/Q145","United Kingdom","","A1GKEEI844CEKI","English-speaking","A343DCRTGQUY30","English-speaking","Yes","English-speaking","Wed Oct 29 12:40:45 UTC 2014"
"3EHIMLB7F6Y9MHTVF9F3ACV0WBBH8A","http://wikidata.org/wiki/Q114","Kenya","","A1SUU1QIRDZXJC","Africa","A343DCRTGQUY30","Africa","Yes","Africa","Wed Oct 29 11:44:50 UTC 2014"
"3LXX8KJXPV8JS3YSOEG7UHNCS379OF","http://wikidata.org/wiki/Q117","Ghana","","A1GKEEI844CEKI","Africa","A343DCRTGQUY30","Africa","Yes","Africa","Wed Oct 29 12:35:52 UTC 2014"
"3PMR2DOWON0WNNMY24OH43C5PGP54B","http://wikidata.org/wiki/Q58296","French Republic","","A2QH1BQA6GR48O","Catholic European","A343DCRTGQUY30","Catholic European","Yes","Catholic European","Wed Oct 29 09:43:01 UTC 2014"
"3IYI9285WRZ7PQEYKLYTOB7YZU0CJG","http://wikidata.org/wiki/Q1014","Liberia","","A2QH1BQA6GR48O","Africa","A343DCRTGQUY30","Africa","Yes","Africa","Wed Oct 29 09:49:20 UTC 2014"
"374UMBUHN4O13TA3WFCXQHU7XWSCTM","http://wikidata.org/wiki/Q58202","July Monarchy","","A1GKEEI844CEKI","Catholic European","A343DCRTGQUY30","Catholic European","Yes","Catholic European","Wed Oct 29 12:32:57 UTC 2014"
"3ZURAPD287M7XLI4LYIOSHWF2QS1FC","http://wikidata.org/wiki/Q26988","Cook Islands","","A2QH1BQA6GR48O","English-speaking","A7NZ814Q5MX2R","English-speaking","Yes","English-speaking","Wed Oct 29 10:10:01 UTC 2014"
"3VGET1QSZZYNJTJ1039XXF9S0FJ7WE","http://wikidata.org/wiki/Q1007","Guinea-Bissau","","A1GKEEI844CEKI","Africa","A7NZ814Q5MX2R","Africa","Yes","Africa","Wed Oct 29 13:31:07 UTC 2014"
"3K3IX1W4S5QFIMKYVK7MFC3M8QMAPD","http://wikidata.org/wiki/Q1036","Uganda","","A1SUU1QIRDZXJC","Africa","A7NZ814Q5MX2R","Africa","Yes","Africa","Wed Oct 29 11:27:15 UTC 2014"
"3126F2F5F72I8Z1ABP98BVTDT5JPEM","http://wikidata.org/wiki/Q1050","Swaziland","","A1GKEEI844CEKI","Africa","A2QH1BQA6GR48O","Africa","Yes","Africa","Wed Oct 29 13:28:01 UTC 2014"
"3W1K7D6QSAGEF0RWO75K1LP607DZBH","http://wikidata.org/wiki/Q929","Central African Republic","","A1GKEEI844CEKI","Africa","A2QH1BQA6GR48O","Africa","Yes","Africa","Wed Oct 29 12:54:19 UTC 2014"
"3KQC8JMJGBRNLKNP3SK7JVNPGPJH3I","http://wikidata.org/wiki/Q5720","Valencian Community","","A1GKEEI844CEKI","Catholic European","A2QH1BQA6GR48O","Catholic European","Yes","Catholic European","Wed Oct 29 12:34:29 UTC 2014"
"3IWA71V4THFJ4TAMRY0RTKN3E64X6X","http://wikidata.org/wiki/Q1013","Lesotho","","A1GKEEI844CEKI","Africa","A2QH1BQA6GR48O","Africa","Yes","Africa","Wed Oct 29 13:06:21 UTC 2014"
"3PCPFX4U4ZPVEP2L6D83TI4NA2LFQM","http://wikidata.org/wiki/Q1553","Nebraska","","A1GKEEI844CEKI","English-speaking","A343DCRTGQUY30","English-speaking","Yes","English-speaking","Wed Oct 29 13:04:11 UTC 2014"
"3P888QFVX2TPK2FE5GRTGCD123CQOJ","http://wikidata.org/wiki/Q1630289","Horváth","","A1GKEEI844CEKI","Catholic European","A2QH1BQA6GR48O","Catholic European","Yes","Catholic European","Wed Oct 29 12:25:59 UTC 2014"
"3QXFBUZ4ZJFTKI5XY6YQL41OE2QUG4","http://wikidata.org/wiki/Q7183","Qin dynasty","","A1GKEEI844CEKI","Confucian","A343DCRTGQUY30","Confucian","Yes","Confucian","Wed Oct 29 13:37:10 UTC 2014"
"3RBI0I35XD297FDEDSOV5VIS6LW3Y3","http://wikidata.org/wiki/Q33788","New Caledonia","","A1SUU1QIRDZXJC","Catholic European","A2QH1BQA6GR48O","Catholic European","Yes","Catholic European","Wed Oct 29 11:21:15 UTC 2014"
"3G5RUKN2EB21AIYGNZGUFSN72T29N0","http://wikidata.org/wiki/Q1143126","Later Tang Dynasty","","A1GKEEI844CEKI","Confucian","A2QH1BQA6GR48O","Confucian","Yes","Confucian","Wed Oct 29 12:36:27 UTC 2014"
"3S8A4GJRD22R045RRJZ95ZQIYVW6V3","http://wikidata.org/wiki/Q695","Palau","","A1GKEEI844CEKI","English-speaking","A2QH1BQA6GR48O","English-speaking","Yes","English-speaking","Wed Oct 29 12:41:01 UTC 2014"
"38B7Q9C28F4T3XSOOIUDDH1L73D69N","http://wikidata.org/wiki/Q81720","Silesia","","A1GKEEI844CEKI","Catholic European","A2QH1BQA6GR48O","Catholic European","Yes","Catholic European","Wed Oct 29 12:51:36 UTC 2014"
"3VMHWJRYHUFFNM3XSR3VNQ0G757XF0","http://wikidata.org/wiki/Q146055","Eighteenth Dynasty of Egypt","","A1SUU1QIRDZXJC","Africa","A2QH1BQA6GR48O","Africa","Yes","Africa","Wed Oct 29 11:20:44 UTC 2014"
"3QXFBUZ4ZJFTKI5XY6YQL41OE2QGUQ","http://wikidata.org/wiki/Q37","Lithuania","","A1GKEEI844CEKI","Catholic European","A2QH1BQA6GR48O","Catholic European","Yes","Catholic European","Wed Oct 29 12:34:04 UTC 2014"
"3V8JSVE8YXPCHDTB2C5ROMMPXAMEY5","http://wikidata.org/wiki/Q25344","Swiss franc","","A1SUU1QIRDZXJC","Catholic European","A2QH1BQA6GR48O","Catholic European","Yes","Catholic European","Wed Oct 29 11:18:50 UTC 2014"
"31ANT7FQN71QZZATHB80YSL9ULAH58","http://wikidata.org/wiki/Q1008","Côte d'Ivoire","","A1GKEEI844CEKI","Africa","A2QH1BQA6GR48O","Africa","Yes","Africa","Wed Oct 29 12:49:06 UTC 2014"
"3A9LA2FRWRDZ1IU3NHRVQBCTNKKXHY","http://wikidata.org/wiki/Q165154","Kingdom of Sardinia","","A1GKEEI844CEKI","Catholic European","A2QH1BQA6GR48O","Catholic European","Yes","Catholic European","Wed Oct 29 13:36:17 UTC 2014"
"3HEA4ZVWVCLEJ6QYG97R9VIJPCK55G","http://wikidata.org/wiki/Q5832","Axum","","A1SUU1QIRDZXJC","Africa","A2QH1BQA6GR48O","Africa","Yes","Africa","Wed Oct 29 11:03:46 UTC 2014"
"329E6HTMSV1ENAOX9DN4WN3H86NK3P","http://wikidata.org/wiki/Q1029","Mozambique","","A1GKEEI844CEKI","Africa","A2QH1BQA6GR48O","Africa","Yes","Africa","Wed Oct 29 12:40:37 UTC 2014"
"38DCH97KHG1BJROHP3ZO8GWF391JQS","http://wikidata.org/wiki/Q4055129","Absolute monarchy in France","","A1SUU1QIRDZXJC","Catholic European","A2QH1BQA6GR48O","Catholic European","Yes","Catholic European","Wed Oct 29 11:40:08 UTC 2014"
"39TX062QX0NK7AN48W2TMHBJ4F23XX","http://wikidata.org/wiki/Q200262","Kingdom of Navarre","","A1GKEEI844CEKI","Catholic European","A1SUU1QIRDZXJC","Catholic European","Yes","Catholic European","Wed Oct 29 12:56:16 UTC 2014"
"356TQKY9XEWCTSNJ20TRJZ66I8G870","http://wikidata.org/wiki/Q173065","Kingdom of Naples","","A1GKEEI844CEKI","Catholic European","A1SUU1QIRDZXJC","Catholic European","Yes","Catholic European","Wed Oct 29 12:53:21 UTC 2014"
"34KYK9TV2Q7HEO5ITFBC5SS3DSDSB5","http://wikidata.org/wiki/Q13378","Arezzo","","A1GKEEI844CEKI","Catholic European","A1SUU1QIRDZXJC","Catholic European","Yes","Catholic European","Wed Oct 29 13:04:07 UTC 2014"
"391JB9X4ZX7F9WW7FVSJSMCN8X4MK7","http://wikidata.org/wiki/Q1019","Madagascar","","A16G716K9428HM","Africa","A1GKEEI844CEKI","Africa","Yes","Africa","Wed Oct 29 14:27:06 UTC 2014"
