"HITID","qid","en_label","aggregate_group","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"3ZXV7Q5FJANRKOS21V789DF66NICFC","http://wikidata.org/wiki/Q1060646","South Asian ethnic groups","","A1GKEEI844CEKI","South Asia","A26L95RMC7I9TB","South Asia","Yes","South Asia","Wed Oct 29 08:04:41 UTC 2014"
"39XCQ6V3KX3A2AQCLSHW11WJL7U56V","http://wikidata.org/wiki/Q862086","Indian people","","A1GKEEI844CEKI","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 13:07:49 UTC 2014"
"3XT3KXP24YXMEYLRSC0QQA0OQT0I6I","http://wikidata.org/wiki/Q889897","Bunyoro","","A1GKEEI844CEKI","Africa","A3HSMUPSPOKD0M","Africa","Yes","Africa","Wed Oct 29 01:46:47 UTC 2014"
"3J6BHNX0U8RLREH7RW7J511NDNDNK7","http://wikidata.org/wiki/Q188353","Welsh people","","A1GKEEI844CEKI","English-speaking","A26L95RMC7I9TB","English-speaking","Yes","English-speaking","Wed Oct 29 03:40:01 UTC 2014"
"3T5ZXGO9DDN1J6TL7P2AWAK5M7EQZK","http://wikidata.org/wiki/Q47805","Cossack","","A1GKEEI844CEKI","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 01:03:03 UTC 2014"
"3N5YJ55YXF2FF18LF5UUBNYR8BKANG","http://wikidata.org/wiki/Q1064662","Serbs of Bosnia and Herzegovina","","A1GKEEI844CEKI","Orthodox","A2J843CHDXF45T","Orthodox","Yes","Orthodox","Wed Oct 29 01:41:20 UTC 2014"
"3N3WJQXELRP0MYAWQDL0SDB4RSSL2I","http://wikidata.org/wiki/Q1255534","Nair (Malayala kshatriya)","","A1GKEEI844CEKI","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 01:31:01 UTC 2014"
"3WRKFXQBOA6OXIVXYVVI91KHP3SYIX","http://wikidata.org/wiki/Q6443007","Kulin Brahmin","","A2WNW8A4MOR7T7","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 00:59:51 UTC 2014"
"3K1H3NEY7KY73GUBCB81B4X0S2VGDG","http://wikidata.org/wiki/Q7198563","Pit River Tribe","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 04:42:57 UTC 2014"
"3L84EBDQ361KJ8W4UJF3D9KJJS8KKZ","http://wikidata.org/wiki/Q3090608","Arab Brazilian","","A1GKEEI844CEKI","Latin America","A26L95RMC7I9TB","Latin America","Yes","Latin America","Wed Oct 29 04:13:39 UTC 2014"
"3QX22DUVONGTP7QJEZ6QUVN4OVAVM1","http://wikidata.org/wiki/Q42884","Germans","","A1GKEEI844CEKI","Protestant European","A3HSMUPSPOKD0M","Protestant European","Yes","Protestant European","Wed Oct 29 01:34:46 UTC 2014"
"3DGDV62G7N8QDJPUI5E79UKOW2T2PX","http://wikidata.org/wiki/Q857026","Bedoun","","A1GKEEI844CEKI","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 01:42:30 UTC 2014"
"3X2YVV51PT39874ZBNSOW5IFXTIW15","http://wikidata.org/wiki/Q340581","Acholi people","","A1GKEEI844CEKI","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 01:08:41 UTC 2014"
"30P8I9JKOHKVH05DM0P4DTCI20L5VM","http://wikidata.org/wiki/Q45315","Berber people","","A1GKEEI844CEKI","Africa","A3HSMUPSPOKD0M","Africa","Yes","Africa","Wed Oct 29 00:58:07 UTC 2014"
"3NSCTNUR2YMBPC2FB5Y8H6Y5HQK5AL","http://wikidata.org/wiki/Q114","Kenya","","A1GKEEI844CEKI","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 05:02:35 UTC 2014"
"3SX4X51T8Z8XXM8XGKU7QCYWYLPAOV","http://wikidata.org/wiki/Q1065371","Italian Brazilian","","A1GKEEI844CEKI","Latin America","A3HB9PPUZU565U","Latin America","Yes","Latin America","Wed Oct 29 01:25:06 UTC 2014"
"3N7PQ0KLI4OB1AWNDRC1YSQCO9RE3Z","http://wikidata.org/wiki/Q50001","Italians","","A1GKEEI844CEKI","Catholic European","A1SUU1QIRDZXJC","Catholic European","Yes","Catholic European","Wed Oct 29 11:18:26 UTC 2014"
"37VHPF5VYB2I59IFTH12ZLYKJJ68CS","http://wikidata.org/wiki/Q2778017","History of the Jews in Ukraine","","A1NJ1IJLKAS0Y4","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 01:12:06 UTC 2014"
"3TC2K6WK9F157RQDWOCWN8PY7ST82J","http://wikidata.org/wiki/Q12060728","Aboriginal Australians","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 05:40:58 UTC 2014"
"3AFT28WXLE1C34RVS8MK7AMFBTUIO7","http://wikidata.org/wiki/Q3016793","Tayy","","A2WNW8A4MOR7T7","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 01:11:47 UTC 2014"
"3VO4XFFP14LIZWNFOUAR5QR6CE0Q7R","http://wikidata.org/wiki/Q3633975","Marwari","","A2WNW8A4MOR7T7","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 01:59:46 UTC 2014"
"3CMIQF80GMPZVW9A5K5ZZCRAH3GQ6S","http://wikidata.org/wiki/Q3531196","Goud Saraswat Brahmin","","A1GKEEI844CEKI","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 01:01:05 UTC 2014"
"307L9TDWJXRFVG906QFKOFKL21RN3W","http://wikidata.org/wiki/Q1072155","Chickahominy people","","A1GKEEI844CEKI","English-speaking","A26L95RMC7I9TB","English-speaking","Yes","English-speaking","Wed Oct 29 04:16:33 UTC 2014"
"32PT7WK7DLE694INHW1HSA8ROXQ3DV","http://wikidata.org/wiki/Q3567287","Cebuano people","","A1GKEEI844CEKI","South Asia","A2WNW8A4MOR7T7","South Asia","Yes","South Asia","Wed Oct 29 05:31:50 UTC 2014"
"38F60IALAFGH91FNKZJDVGS6O7U0TG","http://wikidata.org/wiki/Q5742729","Sikkimese people","","A1GKEEI844CEKI","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 01:41:20 UTC 2014"
"3ZURAPD287M7XLI4LYIOSHWF2QRF1P","http://wikidata.org/wiki/Q865","Republic of China","","A1NJ1IJLKAS0Y4","Confucian","A2QBRIK4G0WCBE","Confucian","Yes","Confucian","Wed Oct 29 01:07:06 UTC 2014"
"3WPCIUYH197B8LGHWB78ANCPIW3TD2","http://wikidata.org/wiki/Q3783506","Harry Kendall Thaw","","A2WNW8A4MOR7T7","English-speaking","A3HB9PPUZU565U","English-speaking","Yes","English-speaking","Wed Oct 29 01:31:25 UTC 2014"
"3VCK0Q0PO4DJEOA3N3X1MHMEZP80NF","http://wikidata.org/wiki/Q48199","Sami people kukost","","A1GKEEI844CEKI","Protestant European","A3HSMUPSPOKD0M","Protestant European","Yes","Protestant European","Wed Oct 29 01:06:19 UTC 2014"
"39N6W9XWRCMA1RP287VFOP71AQ0YG5","http://wikidata.org/wiki/Q588574","Tujia people","","A1GKEEI844CEKI","Confucian","A2WNW8A4MOR7T7","Confucian","Yes","Confucian","Wed Oct 29 05:55:21 UTC 2014"
"39O0SQZVJM6IBX2F19ZRAG1B8037RA","http://wikidata.org/wiki/Q851","Saudi Arabia","","A1GKEEI844CEKI","Islamic","A26L95RMC7I9TB","Islamic","Yes","Islamic","Wed Oct 29 03:42:33 UTC 2014"
"39RRBHZ0AT0TOEP2TOWK2XJD3ZSZVM","http://wikidata.org/wiki/Q871904","New Zealanders","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 01:36:32 UTC 2014"
"3VIVIU06FJBO316JFS77F6XAGTFIMS","http://wikidata.org/wiki/Q285828","Gibraltarian people","","A1GKEEI844CEKI","Catholic European","A3HSMUPSPOKD0M","Catholic European","Yes","Catholic European","Wed Oct 29 01:48:35 UTC 2014"
"3YLTXLH3DE5US9SC1QHEWYQQLLAHPT","http://wikidata.org/wiki/Q12585","Latin America","","A1GKEEI844CEKI","Latin America","A3HSMUPSPOKD0M","Latin America","Yes","Latin America","Wed Oct 29 01:05:25 UTC 2014"
"3NQUW096N57BMIVVBM0F20JIXY19LX","http://wikidata.org/wiki/Q940348","Bosniaks","","A1GKEEI844CEKI","Orthodox","A2WNW8A4MOR7T7","Orthodox","Yes","Orthodox","Wed Oct 29 01:36:27 UTC 2014"
"3BFNCI9LYJPQSVHDQJYVSIYV2MN372","http://wikidata.org/wiki/Q3070998","Roma in the Republic of Macedonia","","A2WNW8A4MOR7T7","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 04:40:58 UTC 2014"
"3QQUBC64ZDDRBEGEQFM8VV9P9WTNXX","http://wikidata.org/wiki/Q170826","Irish people","","A1GKEEI844CEKI","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 01:41:34 UTC 2014"
"3CO05SML7U44TM2VGAEIV1RO0MXR0U","http://wikidata.org/wiki/Q4947387","Bosniaks of Montenegro","","A1GKEEI844CEKI","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 12:52:02 UTC 2014"
"38XPGNCKHSZDLH1D8V6U816424PV46","http://wikidata.org/wiki/Q133255","Bulgarians","","A1GKEEI844CEKI","Catholic European","A1NJ1IJLKAS0Y4","Catholic European","Yes","Catholic European","Wed Oct 29 01:11:26 UTC 2014"
"3VDI8GSXAESVMLYKV3XLPCJZHBYG8A","http://wikidata.org/wiki/Q5002005","Busoga sub-region","","A1GKEEI844CEKI","Africa","A3HSMUPSPOKD0M","Africa","Yes","Africa","Wed Oct 29 01:32:12 UTC 2014"
"307L9TDWJXRFVG906QFKOFKL21S3ND","http://wikidata.org/wiki/Q7654589","Swedish Argentine","","A1GKEEI844CEKI","Latin America","A2WNW8A4MOR7T7","Latin America","Yes","Latin America","Wed Oct 29 08:23:54 UTC 2014"
"3E6L1VR4XVL247J1R4U5NDNWA17F6N","http://wikidata.org/wiki/Q1156766","Japanese American","","A1GKEEI844CEKI","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 01:22:55 UTC 2014"
"3WJGKMRWVH8UM4E6APCILDCLUA3DC3","http://wikidata.org/wiki/Q920233","Chaga people","","A1GKEEI844CEKI","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 01:07:13 UTC 2014"
"3GVPRXWRPGT5IYZWBM5IWO0KL4KI7H","http://wikidata.org/wiki/Q948126","Hungarian American","","A1GKEEI844CEKI","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 01:03:18 UTC 2014"
"3T8DUCXY0M5Z5V30KV26ORTZRBOT9L","http://wikidata.org/wiki/Q3310017","Pakistani","","A1GKEEI844CEKI","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 01:28:54 UTC 2014"
"3C8QQOM6JO04XJOYFG6SFTILGOPILQ","http://wikidata.org/wiki/Q142","France","","A1GKEEI844CEKI","Catholic European","A3HSMUPSPOKD0M","Catholic European","Yes","Catholic European","Wed Oct 29 01:50:34 UTC 2014"
"3ZQX1VYFTC4JEYFIJMATULS18XPO85","http://wikidata.org/wiki/Q484464","Koreans","","A1GKEEI844CEKI","Confucian","AHZK68L2UCA70","Confucian","Yes","Confucian","Wed Oct 29 01:41:36 UTC 2014"
"31HLTCK4BKUTXXUX3W8VHQ37S9YVGT","http://wikidata.org/wiki/Q19109","Montenegrins","","A1GKEEI844CEKI","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 01:05:13 UTC 2014"
"3ABAOCJ4R731KZU2S0CGO8OW73WQM3","http://wikidata.org/wiki/Q271790","Karen people","","A1NJ1IJLKAS0Y4","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 01:07:32 UTC 2014"
"35YHTYFL1F2NJXY2SC2DZ53VRUYVFU","http://wikidata.org/wiki/Q331789","Crow Nation","","A1GKEEI844CEKI","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 01:09:50 UTC 2014"
"3D17ECOUODUCH92B13HMR87IZ0N315","http://wikidata.org/wiki/Q2614835","Karamoja","","A1GKEEI844CEKI","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 05:53:10 UTC 2014"
"37SDSEDIN81YI68HDKCIIPFTFMF812","http://wikidata.org/wiki/Q1192750","Sonam Kapoor","","A2WNW8A4MOR7T7","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 01:27:32 UTC 2014"
"3J06WJ78HMJCFUKSSR7HHR6HFOMVVI","http://wikidata.org/wiki/Q69798","Dravida","","A1GKEEI844CEKI","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 01:42:05 UTC 2014"
"3YCT0L9OML8JFXUFW5GLWNSXUHQSNT","http://wikidata.org/wiki/Q1267849","Indo-Aryan peoples","","A1GKEEI844CEKI","South Asia","A26L95RMC7I9TB","South Asia","Yes","South Asia","Wed Oct 29 05:16:52 UTC 2014"
"3QE4DGPGBQAU3KBIJ078803UFP2G43","http://wikidata.org/wiki/Q36747","Native Americans","","A1GKEEI844CEKI","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 01:11:44 UTC 2014"
"35NNO802AUVULJRJRTM7SLMALJONIW","http://wikidata.org/wiki/Q3120476","Ulster Scots people","","A1GKEEI844CEKI","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 01:17:59 UTC 2014"
"3P4C70TRMQGQ1SI3PS6PUH551BXLG1","http://wikidata.org/wiki/Q42740","Han Chinese","","A1GKEEI844CEKI","Confucian","A2J843CHDXF45T","Confucian","Yes","Confucian","Wed Oct 29 01:39:13 UTC 2014"
"335HHSX8CC4L3CPMWHQJW491728DHC","http://wikidata.org/wiki/Q207050","Buryats","","A1GKEEI844CEKI","Confucian","A3HB9PPUZU565U","Confucian","Yes","Confucian","Wed Oct 29 01:32:14 UTC 2014"
"31S7M7DAGFPU6X499S5WT0KUR55TLI","http://wikidata.org/wiki/Q699958","Danube Swabians","","A2WNW8A4MOR7T7","Protestant European","A3HSMUPSPOKD0M","Protestant European","Yes","Protestant European","Wed Oct 29 03:49:09 UTC 2014"
"3HRWUH63QT1I9VW4K93D3CI5GXIN5M","http://wikidata.org/wiki/Q11506","Denpasar","","A26L95RMC7I9TB","South Asia","A2WNW8A4MOR7T7","South Asia","Yes","South Asia","Wed Oct 29 06:06:35 UTC 2014"
"3OLZC0DJ8IE7TO0STK8Y22GN7MQVIL","http://wikidata.org/wiki/Q364257","Iranian","","A1GKEEI844CEKI","Islamic","A343DCRTGQUY30","Islamic","Yes","Islamic","Wed Oct 29 08:53:25 UTC 2014"
"33CLA8O0MHAVQQHLJSX3Y8ES6OMFRM","http://wikidata.org/wiki/Q254387","Orang Asli","","A1GKEEI844CEKI","South Asia","A2WNW8A4MOR7T7","South Asia","Yes","South Asia","Wed Oct 29 05:40:53 UTC 2014"
"360ZO6N6J0IVS0DGBY1U2DY7X3R9MZ","http://wikidata.org/wiki/Q992401","Brulé","","A1GKEEI844CEKI","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 12:48:18 UTC 2014"
"3XJOUITW8TQ5XUKM1XDSAMJO1BSQT4","http://wikidata.org/wiki/Q3044281","Demographics of Jamaica","","A26L95RMC7I9TB","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 04:55:26 UTC 2014"
"3UL5XDRDNBIX6O90E7EULFSAR2K58H","http://wikidata.org/wiki/Q983179","demographics of Nepal","","A1GKEEI844CEKI","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 01:16:54 UTC 2014"
"3TZDZ3Y0JR5YWBRRICIWILA4ZSW19J","http://wikidata.org/wiki/Q794","Iran","","A2UFJC7YN3N0YX","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 02:24:14 UTC 2014"
"36818Z1KV2C8BXFBXMAF290L3UT3AT","http://wikidata.org/wiki/Q1815623","Sri Lankan Tamil people","","A2WNW8A4MOR7T7","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 04:49:18 UTC 2014"
"31ANT7FQN71QZZATHB80YSL9ULA5HW","http://wikidata.org/wiki/Q219252","Khoikhoi","","A1GKEEI844CEKI","Africa","A3HSMUPSPOKD0M","Africa","Yes","Africa","Wed Oct 29 12:50:05 UTC 2014"
"371DNNCG431ZRQKQF3WSOVYO7568TB","http://wikidata.org/wiki/Q6693471","Lower Elwha Klallam Tribe","","A1NJ1IJLKAS0Y4","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 08:31:41 UTC 2014"
"3XQ4XW3OD8BNQB5MAMI14ZPZJM02SD","http://wikidata.org/wiki/Q101828","Ainu people","","A1GKEEI844CEKI","Confucian","A3HSMUPSPOKD0M","Confucian","Yes","Confucian","Wed Oct 29 13:39:30 UTC 2014"
"309D674SHYK177GMWTLCQNOLRPQCBU","http://wikidata.org/wiki/Q84072","Turkish people","","A26L95RMC7I9TB","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 08:30:11 UTC 2014"
"3PEG1BH7ADQJQ5SAO62AE61TWY0BK7","http://wikidata.org/wiki/Q6124072","Jainism in Gujarat","","A343DCRTGQUY30","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 09:46:57 UTC 2014"
"362E9TQF2GPOBRAX4P9C21DDK73IGK","http://wikidata.org/wiki/Q2325516","Armenian-American","","A2WNW8A4MOR7T7","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 05:26:05 UTC 2014"
"3B623HUYJ3PYCQ7BQ3R2EQ225MS8SM","http://wikidata.org/wiki/Q58843","Tuareg people","","A1NJ1IJLKAS0Y4","Africa","A3HB9PPUZU565U","Africa","Yes","Africa","Wed Oct 29 01:28:58 UTC 2014"
"3S4TINXCCZM2GWDPMYU3LNI2G3ABOR","http://wikidata.org/wiki/Q7663489","Syro-Lebanese in Egypt","","A3HSMUPSPOKD0M","Islamic","AHZK68L2UCA70","Islamic","Yes","Islamic","Wed Oct 29 01:47:16 UTC 2014"
"3D4BBDG7ZGVW4CC9H06684Q93XE3CV","http://wikidata.org/wiki/Q33810","Oriya","","A2WNW8A4MOR7T7","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 01:11:35 UTC 2014"
"30UZJB2POGBB5R3U2QJYUYKZBGS35N","http://wikidata.org/wiki/Q157139","Baltic Germans","","A1GKEEI844CEKI","Protestant European","A343DCRTGQUY30","Protestant European","Yes","Protestant European","Wed Oct 29 10:05:22 UTC 2014"
"3ZUE82NE090P8L2PKJR37RJNGWY8F3","http://wikidata.org/wiki/Q173371","Bantu people","","A2WNW8A4MOR7T7","Africa","A3HSMUPSPOKD0M","Africa","Yes","Africa","Wed Oct 29 01:15:52 UTC 2014"
"37M4O367VIHCRDB488ODQXT5B795M5","http://wikidata.org/wiki/Q1417088","Inupiat people","","A2WNW8A4MOR7T7","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 06:15:55 UTC 2014"
"308KJXFUJQ5DAED5C1G6KM4JXT6TA0","http://wikidata.org/wiki/Q3634439","Banu Abd-Shams","","A1GKEEI844CEKI","Islamic","A26L95RMC7I9TB","Islamic","Yes","Islamic","Wed Oct 29 04:16:05 UTC 2014"
"3J5XXLQDHLAS3LI98H1BYWEYO4TV3L","http://wikidata.org/wiki/Q12973097","Bani Aslam","","A1NJ1IJLKAS0Y4","Islamic","A26L95RMC7I9TB","Islamic","Yes","Islamic","Wed Oct 29 02:22:22 UTC 2014"
"3R6RZGK0XEBTJOFXX2U1OQABX5PYVV","http://wikidata.org/wiki/Q538636","Ankole","","A1GKEEI844CEKI","Africa","A3HSMUPSPOKD0M","Africa","Yes","Africa","Wed Oct 29 01:16:22 UTC 2014"
"309D674SHYK177GMWTLCQNOLRPRBCU","http://wikidata.org/wiki/Q36","Poland","","A2WNW8A4MOR7T7","Catholic European","A3HSMUPSPOKD0M","Catholic European","Yes","Catholic European","Wed Oct 29 01:36:21 UTC 2014"
"3R15W654VCSHEHCHSOB1OV977Y6QL1","http://wikidata.org/wiki/Q13269","Sivandi language","","A1NJ1IJLKAS0Y4","Islamic","A2WNW8A4MOR7T7","Islamic","Yes","Islamic","Wed Oct 29 04:50:20 UTC 2014"
"3SBNLSTU6T47UXPG23WQWBD63SPDZ2","http://wikidata.org/wiki/Q41","Greece","","A1GKEEI844CEKI","Orthodox","A2QH1BQA6GR48O","Orthodox","Yes","Orthodox","Wed Oct 29 10:01:15 UTC 2014"
"3OCZWXS7ZN6SLVTJ8WNYQKEGB2J5L3","http://wikidata.org/wiki/Q1317388","Kokang","","A1NJ1IJLKAS0Y4","Confucian","A2WNW8A4MOR7T7","Confucian","Yes","Confucian","Wed Oct 29 06:01:34 UTC 2014"
"3UQ1LLR2697PR1503SEFYVU23GKLAP","http://wikidata.org/wiki/Q3036435","Afro-Latin American","","A1GKEEI844CEKI","Latin America","A2WNW8A4MOR7T7","Latin America","Yes","Latin America","Wed Oct 29 03:11:15 UTC 2014"
"37MQ8Z1JQDVKMXHV9SAQMLD007VY2M","http://wikidata.org/wiki/Q171336","Slovaks","","A1GKEEI844CEKI","Orthodox","A3HSMUPSPOKD0M","Orthodox","Yes","Orthodox","Wed Oct 29 01:45:21 UTC 2014"
"3Q9SPIIRWIL52VHZ76LH76BI1NOAW7","http://wikidata.org/wiki/Q1281344","Teso people","","A26L95RMC7I9TB","Africa","A3HSMUPSPOKD0M","Africa","Yes","Africa","Wed Oct 29 03:55:57 UTC 2014"
"3LN50BUKPUAWE5B2SBWCOQJX22KLP5","http://wikidata.org/wiki/Q678551","American Jews","","A1GKEEI844CEKI","English-speaking","AWRAXV1RIYR0M","English-speaking","Yes","English-speaking","Wed Oct 29 14:46:05 UTC 2014"
"32L724R85KJUO43W78ZZWAR5LYPPIU","http://wikidata.org/wiki/Q856676","Kokang people","","A2WNW8A4MOR7T7","Confucian","A3HSMUPSPOKD0M","Confucian","Yes","Confucian","Wed Oct 29 05:37:52 UTC 2014"
"366FYU4PTFOHX84UYX40FE7EZVCKEF","http://wikidata.org/wiki/Q1359718","Hupa","","A2WNW8A4MOR7T7","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 03:56:31 UTC 2014"
"38VTL6WC49CCLU0IRBCOKSGCKHMY5N","http://wikidata.org/wiki/Q180688","Bedouin","","A1NJ1IJLKAS0Y4","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 01:37:46 UTC 2014"
"3HA5ODM5K9RWN23OYW2C64MAGKSVSD","http://wikidata.org/wiki/Q581921","Mexican American","","A2WNW8A4MOR7T7","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 04:00:15 UTC 2014"
"3E9ZFLPWOXRZXD5NTZ9GQND8NXZIXC","http://wikidata.org/wiki/Q415693","Akan people","","A2WNW8A4MOR7T7","Africa","A3HSMUPSPOKD0M","Africa","Yes","Africa","Wed Oct 29 04:04:05 UTC 2014"
"3LN50BUKPUAWE5B2SBWCOQJX22JPL8","http://wikidata.org/wiki/Q1974818","Tewa people","","A26L95RMC7I9TB","English-speaking","A3HSMUPSPOKD0M","English-speaking","Yes","English-speaking","Wed Oct 29 01:45:21 UTC 2014"
"3SBX2M1TKCMLG95WMWCK2E7WLCAQ47","http://wikidata.org/wiki/Q33273","Chewa","","A1NJ1IJLKAS0Y4","Africa","A2WNW8A4MOR7T7","Africa","Yes","Africa","Wed Oct 29 03:15:28 UTC 2014"
"3OZ4VAIBEWE3OZKYB2TYE3VNK1FVJX","http://wikidata.org/wiki/Q364883","Scottish","","A1GKEEI844CEKI","English-speaking","A2WNW8A4MOR7T7","English-speaking","Yes","English-speaking","Wed Oct 29 04:38:09 UTC 2014"
"388CL5C1RIM41ODE9YO7FHH6GBALH0","http://wikidata.org/wiki/Q47140","Brahmin","","A1GKEEI844CEKI","South Asia","AHZK68L2UCA70","South Asia","Yes","South Asia","Wed Oct 29 01:42:42 UTC 2014"
"3U18MJKL1TL38G5JZJQLHIOF8E4NCU","http://wikidata.org/wiki/Q27","Republic of Ireland","","A1GKEEI844CEKI","English-speaking","AWISGDFIKTX85","English-speaking","Yes","English-speaking","Wed Oct 29 03:35:52 UTC 2014"
"39KV3A5D176UCC2SGYZW0Q67U2M7SY","http://wikidata.org/wiki/Q854","Sri Lanka","","A2BO8M77CS3SGZ","South Asia","A3HSMUPSPOKD0M","South Asia","Yes","South Asia","Wed Oct 29 03:39:59 UTC 2014"
"382GHPVPHRQT98ZUOL0OP6ELBKX34I","http://wikidata.org/wiki/Q1563530","Turkish","","A343DCRTGQUY30","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 09:19:17 UTC 2014"
"3WPCIUYH197B8LGHWB78ANCPIW3DTM","http://wikidata.org/wiki/Q3244280","Black British","","A1GKEEI844CEKI","English-speaking","ABM77ZQWCHPNX","English-speaking","Yes","English-speaking","Wed Oct 29 03:33:32 UTC 2014"
"3Y3N5A7N4F8AT1LOJATA1URY6CCYMD","http://wikidata.org/wiki/Q7171142","Peruvian American","","A1GKEEI844CEKI","Latin America","A343DCRTGQUY30","Latin America","Yes","Latin America","Wed Oct 29 03:36:42 UTC 2014"
"3EQVJH0T4ZKSK1LJI7QY18RNAOVHTY","http://wikidata.org/wiki/Q2670560","History of the Jews in Brazil","","A1GKEEI844CEKI","Latin America","A3HSMUPSPOKD0M","Latin America","Yes","Latin America","Wed Oct 29 01:43:40 UTC 2014"
"3D5G8J4N593X22G3NW72G9IWI36VT2","http://wikidata.org/wiki/Q610315","Kven people","","A1GKEEI844CEKI","Protestant European","A3HSMUPSPOKD0M","Protestant European","Yes","Protestant European","Wed Oct 29 01:21:00 UTC 2014"
"34ZTTGSNJWNFSLTR13W3W3G0QHWHQK","http://wikidata.org/wiki/Q2533513","Limba people","","A1GKEEI844CEKI","South Asia","A2WNW8A4MOR7T7","South Asia","Yes","South Asia","Wed Oct 29 08:31:04 UTC 2014"
"3VGZ74AYTFFXYOOXCFDQRYFI72ICGB","http://wikidata.org/wiki/Q1061510","Egyptians","","A1GKEEI844CEKI","Islamic","A3HSMUPSPOKD0M","Islamic","Yes","Islamic","Wed Oct 29 01:48:23 UTC 2014"
"3VP28W7DUMJ4SH3CT9RGKBGRF55FZF","http://wikidata.org/wiki/Q32768","Anglo-Saxons","","A1GKEEI844CEKI","English-speaking","A2J843CHDXF45T","English-speaking","Yes","English-speaking","Wed Oct 29 01:47:56 UTC 2014"
"3AQN9REUTEF7P7FB6HU7I444XYKYDV","http://wikidata.org/wiki/Q4997984","Bunyoro sub-region","","A2WNW8A4MOR7T7","Africa","A3HSMUPSPOKD0M","Africa","Yes","Africa","Wed Oct 29 06:59:15 UTC 2014"
